Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
EthwSwap,https://www.ethwswap.finance,"EthwSwap is your one-stop decentralized trading platform on the EthereumPoW Chain, The Orthodox POW Advocators Serving Ethereum.",['EthereumPoW'],ethw_swap,1.1304269109094147,{'EthereumPoW': 1.1304269109094147},Dexes
Kyborg Exchange,https://kyborg.exchange/,V3 AMM with concentrated liquidity | multiple fee tiers per pool | keeper-less limit orders,['Arbitrum'],KyborgExchange,0.27210517369718257,{'Arbitrum': 0.27210517369718257},Dexes
MinerSwap,https://minerswap.fi,"MinerSwap is the first hybrid StableSwap / Uniswap V2 DEX on EthereumPoW. Swap, farm, and stake tokens to earn MSP and earn additional yields.",['EthereumPoW'],minerswapfi,0.2284907108860935,{'EthereumPoW': 0.2284907108860935},Dexes
multiverse,https://multiverse.fntokens.xyz/,MverseX is a Multichain Decentralized exchange first deployed on kava evm co-chain.,['Kava'],multiversec2c,0.08548773315220681,{'Kava': 0.08548773315220681},Dexes
Zilch Capital,https://www.zilch.capital/,Zilch Capital is a single-sided Automatic Market Maker (AMM) for stablecoins built on the zkSync network that is designed to optimize capital efficiency,['zkSync Era'],zilch_capital,0.08273933949418798,{'zkSync Era': 0.08273933949418798},Dexes
sevenswap,https://app.sevenswap.net/,Dexes on Kava Network,['Kava'],,0.07045658188584931,{'Kava': 0.07045658188584931},Dexes
RAIDSHIFT Marketplace,https://raidshift.com,RAIDSHIFT marketplace is an order book based decentralized Peer-to-Peer token exchange on TRON Blockchain. Its ungoverned and immutable Smart Contracts have a small footprint to keep transaction fees as low as possible.Exchanging tokens with peers is free of charge.,['Tron'],raidshift,0.0599769,{'Tron': 0.0599769},Dexes
CookieBase Dex,https://cookiebase.xyz,Sweeten your DeFi journey with CookieBase! Embrace creamy yields and crumbly rewards on Base Blockchain.,['Base'],base_cookie,0.05510228173373099,{'Base': 0.05510228173373099},Dexes
Omax Swap,https://omaxswap.com/swap,AMM DEX on Omax chain,['Omax'],omaxtoken,0.004592524810196336,{'Omax': 0.004592524810196336},Dexes
FeDex Finance,https://fedex.finance/#/swap,"Unleash the potential of decentralized trading with our proprietary AMM technology. Explore the DeFi platform with new technology, and build a new era for the future with low cost, abundant liquidity, and high scalability.",['Op_Bnb'],FedexOfficial_,6.961920000000001e-15,{'Op_Bnb': 6.961920000000001e-15},Dexes
StableDoin,https://stabledoin.finance/,"Low fee, low slippage and stablecoins LP staking on DogeChain",['Dogechain'],StableDoin,7.365008700000001e-16,{'Dogechain': 7.365008700000001e-16},Dexes
BalloonSwap,https://balloonswap.org,"BalloonSwap is a protocol to trade on opBNB and automatically provide liquidity..BallonSwap offers security, transparency, and control over their digital asset transactions",['Op_Bnb'],balloonswap,4.3512000000000006e-16,{'Op_Bnb': 4.3512000000000006e-16},Dexes
Bepswap,https://thorchain.org/,THORChain's bepswap,['Binance'],THORChain,0,{'Binance': 0},Dexes
Yogi Finance,https://yogi.fi,"Automated portfolio manager, liquidity provider, and price sensor. Optimized for Polygon & BSC.","['Binance', 'Polygon']",yogi_finance,0,"{'Binance': 0, 'Polygon': 0}",Dexes
Avalaunch,https://avalaunch.app,"The first protocol, exclusively for the Avalanche ecosystem, to offer promising and innovative projects a fast, secure, and efficient platform for decentralized fundraising.",['Avalanche'],AvalaunchApp,0,"{'Avalanche': 0, 'Avalanche-staking': 3175989.065249396, 'pool2': 6956.165581565172, 'Avalanche-pool2': 6956.165581565172, 'staking': 3175989.065249396}",Dexes
ShapeShift,https://shapeshift.com,ShapeShift is the only cryptocurrency trading platform offering zero-commission crypto trading and self-custody.,['Ethereum'],ShapeShift_io,0,"{'Ethereum': 0, 'pool2': 1918570.7742771176, 'Ethereum-staking': 5146.60292100588, 'staking': 5146.60292100588, 'Ethereum-pool2': 1918570.7742771176}",Dexes
RocketSwap,https://rocketswap.exchange,Rocketswap (RSWP) is a community developed AMM (Automated Market Maker) which resides on the Lamden Blockchain.,['Lamden'],RSwapOfficial,0,{'Lamden': 0},Dexes
eCurve,https://ecurve.finance,"eCurve is an exchange liquidity pool on EOS, designed for extremely efficient stablecoin trading and low risk, supplemental fee income for liquidity providers, without an opportunity cost.",['EOS'],DAPPAccountDAO,0,{'EOS': 0},Dexes
Bogged Finance,https://www.bogged.finance,Bogged. Finance is a DeFi tool suite for the Binance Smart Chain powered by the BOG token,['Binance'],boggedfinance,0,"{'Binance': 0, 'Binance-staking': 170560.0623427768, 'pool2': 0, 'Binance-pool2': 0, 'staking': 170560.0623427768}",Dexes
Nasdex,https://www.nasdex.xyz,"NASDEX is a decentralised app on polygon, that acts as a decentralised exchange for the trading of equities. On Nasdex, users can mint, trade, farm and short equities.",['Polygon'],nasdex_xyz,0,"{'Polygon': 0, 'pool2': 160564.87609764957, 'Polygon-pool2': 160564.87609764957, 'Polygon-staking': 451342.2033536546, 'staking': 451342.2033536546}",Dexes
Hades Swap,https://hadesswap.finance,Hades Swap is a community-driven AMM and DeFi Hub for the Polis Olympus blockchain.,['Polis'],HadesSwap,0,{'Polis': 0},Dexes
BunnyPark,https://www.bunnypark.com/,"BunnyPark is a DeFi + NFT project deployed on BSC focusing on NFT SaaSization and product standardization that allows the output of NFT development standards, diverse gameplay, product rules and application values into a series of standard smart contracts.",['Binance'],BunnyPark_BSC,0,"{'Binance': 0, 'Binance-staking': 6648.596474533744, 'pool2': 65744.15360161857, 'Binance-pool2': 65744.15360161857, 'staking': 6648.596474533744}",Dexes
Position Exchange,https://app.position.exchange/,"Position Exchange is a Decentralized Trading Protocol, powered by a vAMM and operating on Binance Smart Chain initially, aiming to bridge the gap between people and the cryptocurrency markets and enhance trading experiences.",['Binance'],PositionEx,0,"{'Binance': 0, 'Binance-staking': 635935.7300440258, 'pool2': 178491.13263634185, 'Binance-pool2': 178491.13263634185, 'staking': 635935.7300440258}",Dexes
Paraswap,https://paraswap.io/,"ParaSwap aggregates decentralized exchanges and other DeFi services in one comprehensive interface to streamline and facilitate users' interactions with Ethereum's decentralized finance. By aggregating DEX, AMMs and PMMs, Paraswap offers its users the best exchange rate across major chains.","['Optimism', 'Ethereum']",paraswap,0,"{'Optimism': 0, 'Optimism-pool2': 89246.57106937864, 'Optimism-staking': 15284.372324565089, 'pool2': 4433271.761487608, 'Ethereum-pool2': 4344025.190418229, 'Ethereum': 0, 'Ethereum-staking': 2578265.3770531467, 'staking': 2593549.7493777117}",Dexes
BITPIF,https://bitpif.com/#/swap,Liquidity DEX,['Ethereum'],bitpif,0,"{'Ethereum': 0, 'pool2': 0, 'Ethereum-staking': 0, 'staking': 0, 'Ethereum-pool2': 0}",Dexes
Brokoli Network,https://brokoli.network,"The Green Metaverse: Plant trees with our green DEX aggregator, get NFT trees, build status","['Binance', 'Ethereum']",BrokoliNetwork,0,"{'pool2': 2051.4673793470465, 'Binance-pool2': 0, 'Ethereum-pool2': 2051.4673793470465, 'Ethereum': 0, 'Binance-staking': 985.8312787769942, 'staking': 985.8312787769942}",Dexes
MarginSwap,https://marginswap.finance,On-chain spot and margin trading protocol for crypto assets. Swap hundreds of tokens with up to 5x leverage,"['Binance', 'Ethereum', 'Avalanche', 'Polygon']",marginswap,0,"{'Binance': 0, 'Ethereum': 0, 'Avalanche': 0, 'Polygon': 0}",Dexes
TerraFloki,https://terrafloki.io,TerraFloki is the 2nd Decentralised Exchange (DEX) launched on Terra. Main utility of TerraFloki DEX is trading $TFLOKI and NFT Tickets (needed to ensure the NFT-as-a-Subscription model of NFT distribution). NFTs are essential building blocks of the Flokiverse - an emerging P2E ecosystem with an open economy.,['Terra'],TerraFloki,0,{'Terra': 0},Dexes
Luminous Finance,https://luminous.finance/,Lumi is a token based on the Tron blockchain. Lumi was created as a popular and utility token for the Luminous ecosystem,['Tron'],LumiToken,0,"{'pool2': 31742.818855974812, 'Tron': 0, 'Tron-pool2': 31742.818855974812, 'Tron-staking': 18082.983206453286, 'staking': 18082.983206453286}",Dexes
ShiroSwap,https://shirotoken.com,Decentralized Meme Shiro Tokens that grew into a vibrant ecosystem,['Binance'],ShiroTokens,0,"{'Binance': 0, 'Binance-staking': 19.94897376667375, 'pool2': 0.3440642508671927, 'Binance-pool2': 0.3440642508671927, 'staking': 19.94897376667375}",Dexes
ADAX Pro,https://dex.adax.pro,ADAX is an automated liquidity protocol that facilitates trades within the Cardano ecosystem in a completely decentralized and non-custodial way.,['Cardano'],adax_pro,0,{'Cardano': 0},Dexes
Basis Markets,https://basis.markets,"A decentralised liquidity pool owned by you, powered by our Basis Trade Engine. Next-level returns. Delta-neutral yield. Real-time insights.",['Solana'],basismarkets,0,"{'Solana-staking': 461095.5215872284, 'Solana': 0, 'staking': 461095.5215872284}",Dexes
Solanax,https://solanax.org,SOLANAX is a decentralized and non-custodial automated liquidity mechanism supporting trades within the Solana ecosystem,['Solana'],Solanaxorg,0,{'Solana': 0},Dexes
Swapscanner Dex,https://swapscanner.io,Swapscanner is a next-generation DEX Aggregator that enables users to buy tokens at the lowest price in the Klaytn Network,['Klaytn'],Swapscanner,0,"{'Klaytn-pool2': 5498220.725274818, 'pool2': 5498220.725274818, 'Klaytn-staking': 6212943.786848498, 'Klaytn': 0, 'staking': 6212943.786848498}",Dexes
PuddingSwap,https://puddingswap.finance,"Puddingswap is the first and the largest DEX on Hoo Smart Chain, which starts the GameFi Pudding Dessert Empire in 2022.",['Hoo'],PuddingSwap,0,{'Hoo': 0},Dexes
Candle,https://candlelabs.org/,"Building a scaleable, zero-fee network for the best",['Ethereum'],Candle_Labs,0,"{'Ethereum': 0, 'pool2': 0, 'Ethereum-staking': 0, 'staking': 0, 'Ethereum-pool2': 0}",Dexes
LNS,https://bch.domains,LNS is ENS on smartBCH. Learn more: http://bch.domains,['smartBCH'],bchdomains,0,"{'smartBCH-staking': 27269.14013352754, 'smartBCH': 0, 'staking': 27269.14013352754}",Dexes
ZeroSwap,https://zeroswap.io,Zeroswap is a multi-chain compatible decentralized exchange aggregator protocol focused on making zero-fee transactions possible.,"['Ethereum', 'Binance', 'Avalanche', 'Polygon']",ZeroSwapLabs,0,"{'Ethereum': 0, 'Binance-staking': 99223.69627878391, 'Avalanche-staking': 4214.399031834574, 'Ethereum-staking': 38239.72623374919, 'Polygon-staking': 5243.530756418923, 'staking': 146921.35230078662}",Dexes
Tangent,https://tangent.bar,Tangent is an advanced automated market maker (AMM) style DEX launched on Hedera.,['Hedera'],Tangent_Finance,0,{'Hedera': 0},Dexes
Liquidity Finance,https://liquidityfinanc.com,"LFIswap is the first Dex with unique features like, Anti-rug protection with governance feature, Swap and Transfer, Token social details, orderbook, Clean and user-friendly UI to name a few.",['Kava'],LIQUIDITFINANCE,0,{'Kava': 0},Dexes
Bubbleswap V1,https://app.bubbleswap.io,A fully decentralized protocol for automated liquidity provision on Hedera,['Hedera'],bubbleswapio,0,{'Hedera': 0},Dexes
LanternSwap,http://lanternswap.com,The stableswap for Kava.,['Kava'],LanternSwap,0,{'Kava': 0},Dexes
Drachma Exchange,https://drachma.exchange,The most powerful integrated exchange protocol,['Solana'],DrachmaExchange,0,{'Solana': 0},Dexes
Junoswap,https://www.junoswap.com/,JunoSwap is an interchain decentralized exchange focussed on CW-20 (CosmWasm) asset adoption. Built on the public permission-less Juno Network,['Juno'],JunoNetwork,0,{'Juno': 0},Dexes
Polyo Exchange,https://polyo.exchange/,POLYO is the safest multichain #Stableswap with novel single-sided liquidity provision and low slippage,['Binance'],PolyOpt,0,{'Binance': 0},Dexes
0x,https://www.0x.org/,"Open-source, decentralized exchange infrastructure that enables the exchange of tokenized assets on multiple blockchains.",['Ethereum'],0xProject,0,{'Ethereum': 0},Dexes
KDex,https://kdex.app,"The KDex is a Uniswap V2 fork deployed on Kava, a Cosmos EVM-based bockchain",['Kava'],kdex_app,0,{'Kava': 0},Dexes
Jupiter Aggregator,https://jup.ag/,"The best swap aggregator & infrastructure for Solana -  powering best price, token selection and UX for all users and devs",['Solana'],JupiterExchange,0,{'Solana': 0},Dexes
Zootopia Finance,https://zootopia.finance,"Zootopia Finance is a new type of Web3 finance and social product designed for StableSwap(AMMs), GameFi and Metaverse.",['Binance'],ZootopiaFinance,0,{'Binance': 0},Dexes
OHMPOW,https://ohmpow.com,The reserve currency of ETHPOW network.,['EthereumPoW'],OHMPOWOfficial,0,{'EthereumPoW': 0},Dexes
TempleDAO Trade,https://templedao.link/dapp/trade,$TEMPLE can be purchased and sold from our own AMM under the Trade page,['Ethereum'],templedao,0,{'Ethereum': 0},Dexes
ECHSWAP,https://echswap.finance/#/swap,The first decentralized exchange to hit the ECHELON Network.,['Echelon'],,0,{'Echelon': 0},Dexes
Hera Finance,https://staking.hera.finance,"Hera is multichain dex aggregator, offering the widest range of tokens and best route discovery between any token pair. (Staking only)",['Metis'],HeraAggregator,0,"{'Metis': 0, 'Metis-staking': 5113753.388404084, 'staking': 5113753.388404084}",Dexes
Dexible V2,https://dexible.io, DeFi's execution management system. Dexible is a DEX aggregator that also provides algo and automated order types normally only seen in CeFi.,['Ethereum'],DexibleApp,0,{'Ethereum': 0},Dexes
X7 Finance,https://x7.finance,"X7 Finance. Leveraged Decentralized Exchange. Launch your project on Xchange with 10-1000x the initial liquidity into the Ethereum ecosystem where anyone can Swap, Borrow and Lend!. Trust no one. Trust code. Long live",['Ethereum'],X7_Finance,0,{'Ethereum': 0},Dexes
Dexit Finance Swap,https://dexit.finance/swap/,AMM DEX on Dexit Network,['Dexit'],DexitNetwork,0,{'Dexit': 0},Dexes
Genius Yield,https://www.geniusyield.co,"Bringing the power of yield optimization to your fingertips. Less hassle, minimize risk, maximize profits.",['Cardano'],GeniusyieldO,0,"{'Cardano': 0, 'Cardano-staking': 3502811.5172708044, 'staking': 3502811.5172708044}",Dexes
Decryption,https://decryption.com/dex,"Discover the potential of your assets, in Decryption DEX Profit gained every second that can be withdrawn at any time.",['Tlchain'],tlchainnetwork,0,{'Tlchain': 0},Dexes
Metropolis,https://metropolis.exchange,Metropolis has been recently acquired by Swapline (defillama.com/protocol/swapline),['Fantom'],MetropolisDEX,0,{'Fantom': 0},Dexes
Doglands Swap,https://swap.doglands.dog,"Doglands is a multi-purpose GameFi and DeFi protocol that seeks to incorporate various DeFi primitives - decentralized trading, lending markets into a fully playable roguelite with immutable, on-chain progression. GIL tokens allow you to participate in various wealth creation activities of the protocol, such as fees from the revenue streams that the protocol generates over time, access to various in-game items and more.",['Dogechain'],DoglandsDC,0,{'Dogechain': 0},Dexes
FunDex,https://fundex.exchange/,Governance: FUN token holders can participate and vote on governance decisions. Liquidity Incentives: Users can earn Fun tokens as rewards by providing liquidity with stablecoins to the liquidity pool. Boosting: Users can earn additional Fun from the Boosting Pool by locking Fun tokens. The Boosting Pool incorporates voting escrow Fun (veFun) for rewards accrual. Locking any amount of Fun applies a boost to all stablecoin pools.,"['Optimism', 'Kava', 'Arbitrum']",Fundexexchange,0,"{'Optimism': 0, 'Kava': 0, 'Arbitrum': 0}",Dexes
